cgpa,clarity,workload,strictness,fairness,historical_grade
7.16,3.47,2.97,3.0,3.53,7
7.62,3.47,2.97,3.0,3.53,8
6.31,3.47,2.97,3.0,3.53,7
7.93,3.47,2.97,3.0,3.53,9
8.5,3.47,2.97,3.0,3.53,8
7.91,3.47,2.97,3.0,3.53,8
7.92,3.47,2.97,3.0,3.53,8
8.17,3.47,2.97,3.0,3.53,9
8.2,3.47,2.97,3.0,3.53,9
8.24,3.47,2.97,3.0,3.53,8
6.91,3.47,2.97,3.0,3.53,7
6.16,3.47,2.97,3.0,3.53,6
8.25,3.47,2.97,3.0,3.53,9
6.61,3.47,2.97,3.0,3.53,8
8.7,3.47,2.97,3.0,3.53,9
7.37,3.47,2.97,3.0,3.53,8
8.43,3.47,2.97,3.0,3.53,8
7.23,3.47,2.97,3.0,3.53,7
7.22,3.47,2.97,3.0,3.53,7
9.37,3.47,2.97,3.0,3.53,10
8.34,3.47,2.97,3.0,3.53,10
7.03,3.47,2.97,3.0,3.53,7
8.98,3.47,2.97,3.0,3.53,10
6.61,3.47,2.97,3.0,3.53,6
8.03,3.47,2.97,3.0,3.53,9
6.75,3.47,2.97,3.0,3.53,7
6.51,3.47,2.97,3.0,3.53,6
7.69,3.47,2.97,3.0,3.53,8
9.12,3.47,2.97,3.0,3.53,9
9.25,3.47,2.97,3.0,3.53,10
8.66,3.47,2.97,3.0,3.53,9
8.31,3.47,2.97,3.0,3.53,8
5.96,4.39,4.43,4.39,3.09,5
5.89,4.39,4.43,4.39,3.09,5
6.05,4.39,4.43,4.39,3.09,6
7.01,4.39,4.43,4.39,3.09,7
7.91,4.39,4.43,4.39,3.09,7
8.56,4.39,4.43,4.39,3.09,8
7.42,4.39,4.43,4.39,3.09,6
8.47,4.39,4.43,4.39,3.09,8
8.24,4.39,4.43,4.39,3.09,8
6.03,4.39,4.43,4.39,3.09,5
6.68,4.39,4.43,4.39,3.09,6
8.33,4.39,4.43,4.39,3.09,8
8.41,4.39,4.43,4.39,3.09,8
7.91,4.39,4.43,4.39,3.09,7
7.61,4.39,4.43,4.39,3.09,7
7.37,4.39,4.43,4.39,3.09,7
7.61,4.39,4.43,4.39,3.09,7
8.21,4.39,4.43,4.39,3.09,8
7.54,4.39,4.43,4.39,3.09,7
8.56,4.39,4.43,4.39,3.09,8
8.23,4.39,4.43,4.39,3.09,8
7.99,4.39,4.43,4.39,3.09,7
8.47,4.39,4.43,4.39,3.09,9
8.49,3.62,2.85,3.0,3.54,9
7.89,3.62,2.85,3.0,3.54,8
6.95,3.62,2.85,3.0,3.54,7
6.38,3.62,2.85,3.0,3.54,7
7.47,3.62,2.85,3.0,3.54,7
7.74,3.62,2.85,3.0,3.54,8
8.5,3.62,2.85,3.0,3.54,9
7.8,3.62,2.85,3.0,3.54,9
6.84,3.62,2.85,3.0,3.54,7
7.69,3.62,2.85,3.0,3.54,7
6.37,3.62,2.85,3.0,3.54,6
7.25,3.62,2.85,3.0,3.54,8
8.84,3.62,2.85,3.0,3.54,10
8.9,3.0,1.98,2.0,4.28,10
5.8,3.0,1.98,2.0,4.28,7
7.74,3.0,1.98,2.0,4.28,10
7.62,3.0,1.98,2.0,4.28,8
7.33,3.0,1.98,2.0,4.28,8
8.31,3.0,1.98,2.0,4.28,9
7.42,3.0,1.98,2.0,4.28,8
7.43,3.0,1.98,2.0,4.28,9
7.66,3.0,1.98,2.0,4.28,9
8.29,3.0,1.98,2.0,4.28,10
6.5,3.0,1.98,2.0,4.28,7
7.95,3.0,1.98,2.0,4.28,9
7.2,3.0,1.98,2.0,4.28,8
6.44,3.0,1.98,2.0,4.28,7
8.85,3.0,1.98,2.0,4.28,10
8.9,3.0,1.98,2.0,4.28,9
8.03,3.0,1.98,2.0,4.28,9
8.01,3.0,1.98,2.0,4.28,10
8.23,3.0,1.98,2.0,4.28,10
7.27,3.0,1.98,2.0,4.28,9
7.41,3.0,1.98,2.0,4.28,9
7.12,3.0,1.98,2.0,4.28,9
8.28,3.0,1.98,2.0,4.28,9
6.37,3.0,1.98,2.0,4.28,8
6.35,3.0,1.98,2.0,4.28,6
9.01,3.0,1.98,2.0,4.28,10
8.43,3.0,1.98,2.0,4.28,9
7.94,3.0,1.98,2.0,4.28,9
7.02,3.0,1.98,2.0,4.28,8
6.28,3.0,1.98,2.0,4.28,6
7.39,3.0,1.98,2.0,4.28,8
7.61,3.0,1.98,2.0,4.28,9
8.22,3.0,1.98,2.0,4.28,10
9.21,3.0,1.98,2.0,4.28,10
7.12,3.0,1.98,2.0,4.28,8
7.31,3.0,1.98,2.0,4.28,9
8.29,3.0,1.98,2.0,4.28,10
6.9,3.0,1.98,2.0,4.28,8
9.07,3.0,1.98,2.0,4.28,10
7.69,3.0,1.98,2.0,4.28,9
8.26,3.0,1.98,2.0,4.28,9
7.99,3.0,1.98,2.0,4.28,9
8.62,3.0,1.98,2.0,4.28,10
6.42,3.0,1.98,2.0,4.28,7
6.59,3.0,1.98,2.0,4.28,7
6.26,3.0,1.98,2.0,4.28,7
6.83,3.0,1.98,2.0,4.28,7
8.94,3.0,1.98,2.0,4.28,10
9.14,3.0,1.98,2.0,4.28,10
7.45,3.0,1.98,2.0,4.28,9
8.48,3.0,1.96,2.0,4.14,9
8.1,3.0,1.96,2.0,4.14,9
6.54,3.0,1.96,2.0,4.14,7
9.65,3.0,1.96,2.0,4.14,10
7.4,3.0,1.96,2.0,4.14,8
8.59,3.0,1.96,2.0,4.14,10
7.09,3.0,1.96,2.0,4.14,9
7.43,3.0,1.96,2.0,4.14,8
8.29,3.0,1.96,2.0,4.14,9
6.5,3.0,1.96,2.0,4.14,7
6.91,3.0,1.96,2.0,4.14,7
8.03,3.0,1.96,2.0,4.14,9
8.01,3.0,1.96,2.0,4.14,9
7.12,3.0,1.96,2.0,4.14,9
8.66,3.0,1.96,2.0,4.14,10
8.07,3.0,1.96,2.0,4.14,9
7.03,3.0,1.96,2.0,4.14,7
6.79,3.0,1.96,2.0,4.14,8
9.23,3.0,1.96,2.0,4.14,10
9.12,3.0,1.96,2.0,4.14,10
6.28,3.0,1.96,2.0,4.14,7
7.31,3.0,1.96,2.0,4.14,8
8.17,3.0,1.96,2.0,4.14,10
4.86,3.0,1.96,2.0,4.14,5
5.13,3.0,1.96,2.0,4.14,6
6.7,3.0,1.96,2.0,4.14,7
8.27,3.0,1.96,2.0,4.14,9
7.04,3.0,1.96,2.0,4.14,7
9.1,3.0,1.96,2.0,4.14,10
7.5,3.0,1.96,2.0,4.14,9
9.28,3.0,1.96,2.0,4.14,10
8.55,3.0,1.96,2.0,4.14,10
7.78,3.0,1.96,2.0,4.14,9
8.83,3.0,1.96,2.0,4.14,10
7.6,3.0,1.96,2.0,4.14,8
7.0,3.0,1.96,2.0,4.14,8
7.26,3.0,1.96,2.0,4.14,9
5.41,3.0,1.96,2.0,4.14,7
5.98,3.0,1.96,2.0,4.14,6
6.34,3.0,1.96,2.0,4.14,7
9.71,3.0,1.96,2.0,4.14,10
7.76,3.0,1.96,2.0,4.14,9
8.46,3.0,1.96,2.0,4.14,10
7.1,3.0,1.96,2.0,4.14,8
8.34,3.0,1.96,2.0,4.14,9
8.93,3.0,1.96,2.0,4.14,10
7.22,3.0,1.96,2.0,4.14,8
8.17,3.0,1.96,2.0,4.14,10
7.05,3.0,1.96,2.0,4.14,8
7.09,4.33,2.56,2.67,4.5,7
7.97,4.33,2.56,2.67,4.5,9
7.61,4.33,2.56,2.67,4.5,9
7.64,4.33,2.56,2.67,4.5,9
6.17,4.33,2.56,2.67,4.5,8
8.41,4.33,2.56,2.67,4.5,10
8.21,4.33,2.56,2.67,4.5,9
7.04,4.33,2.56,2.67,4.5,8
7.13,4.33,2.56,2.67,4.5,8
7.89,4.33,2.56,2.67,4.5,9
8.13,4.33,2.56,2.67,4.5,9
7.43,4.33,2.56,2.67,4.5,9
7.19,4.33,2.56,2.67,4.5,8
6.8,4.33,2.56,2.67,4.5,8
6.8,4.33,2.56,2.67,4.5,8
6.75,4.33,2.56,2.67,4.5,8
8.2,4.33,2.56,2.67,4.5,9
6.97,4.33,2.56,2.67,4.5,9
8.21,4.7,2.8,2.3,4.6,9
7.04,4.7,2.8,2.3,4.6,8
7.13,4.7,2.8,2.3,4.6,9
7.89,4.7,2.8,2.3,4.6,10
8.13,4.7,2.8,2.3,4.6,9
7.43,4.7,2.8,2.3,4.6,8
7.19,4.7,2.8,2.3,4.6,8
6.8,4.7,2.8,2.3,4.6,8
6.8,4.7,2.8,2.3,4.6,7
6.75,4.7,2.8,2.3,4.6,8
8.24,4.13,4.5,4.38,3.0,8
8.17,4.13,4.5,4.38,3.0,7
6.9,4.13,4.5,4.38,3.0,6
7.15,4.13,4.5,4.38,3.0,7
7.75,4.13,4.5,4.38,3.0,7
7.27,4.13,4.5,4.38,3.0,7
7.59,4.13,4.5,4.38,3.0,7
7.71,4.13,4.5,4.38,3.0,8
8.24,3.0,2.0,2.0,4.14,9
8.17,3.0,2.0,2.0,4.14,9
6.9,3.0,2.0,2.0,4.14,8
7.15,3.0,2.0,2.0,4.14,8
7.75,3.0,2.0,2.0,4.14,9
7.27,3.0,2.0,2.0,4.14,8
7.59,3.0,2.0,2.0,4.14,9
9.53,3.0,2.0,2.0,4.13,10
7.33,3.0,2.0,2.0,4.13,8
7.5,3.0,2.0,2.0,4.13,9
6.09,3.0,2.0,2.0,4.13,7
6.17,3.0,2.0,2.0,4.13,6
6.62,3.0,2.0,2.0,4.13,8
6.93,3.0,2.0,2.0,4.13,8
6.74,3.0,2.0,2.0,4.13,7
5.71,3.0,3.67,3.0,3.33,5
6.09,3.0,3.67,3.0,3.33,6
6.99,3.0,3.67,3.0,3.33,7
8.33,3.0,2.17,2.0,4.5,9
7.96,3.0,2.17,2.0,4.5,8
7.33,3.0,2.17,2.0,4.5,8
6.58,3.0,2.17,2.0,4.5,7
8.31,3.0,2.17,2.0,4.5,9
8.75,3.0,2.17,2.0,4.5,9
8.33,3.14,2.86,3.0,3.86,9
7.96,3.14,2.86,3.0,3.86,8
7.33,3.14,2.86,3.0,3.86,7
7.5,3.14,2.86,3.0,3.86,8
6.58,3.14,2.86,3.0,3.86,7
8.31,3.14,2.86,3.0,3.86,9
8.75,3.14,2.86,3.0,3.86,10
7.33,4.33,2.67,2.33,4.67,9
6.99,4.33,2.67,2.33,4.67,7
6.58,4.33,2.67,2.33,4.67,8
9.36,3.91,3.0,3.0,3.73,10
9.53,3.91,3.0,3.0,3.73,10
7.33,3.91,3.0,3.0,3.73,8
8.33,3.91,3.0,3.0,3.73,9
7.5,3.91,3.0,3.0,3.73,9
6.99,3.91,3.0,3.0,3.73,8
6.17,3.91,3.0,3.0,3.73,6
6.58,3.91,3.0,3.0,3.73,7
6.62,3.91,3.0,3.0,3.73,8
6.93,3.91,3.0,3.0,3.73,7
6.74,3.91,3.0,3.0,3.73,7
6.33,4.79,2.54,2.29,4.33,7
8.66,4.79,2.54,2.29,4.33,10
7.65,4.79,2.54,2.29,4.33,9
7.03,4.79,2.54,2.29,4.33,8
7.96,4.79,2.54,2.29,4.33,9
7.77,4.79,2.54,2.29,4.33,9
6.69,4.79,2.54,2.29,4.33,8
7.76,4.79,2.54,2.29,4.33,10
6.86,4.79,2.54,2.29,4.33,8
7.12,4.79,2.54,2.29,4.33,8
7.54,4.79,2.54,2.29,4.33,9
6.58,4.79,2.54,2.29,4.33,7
7.6,4.79,2.54,2.29,4.33,9
7.18,4.79,2.54,2.29,4.33,9
5.74,4.79,2.54,2.29,4.33,6
8.72,4.79,2.54,2.29,4.33,10
8.36,4.79,2.54,2.29,4.33,9
7.13,4.79,2.54,2.29,4.33,8
7.2,4.79,2.54,2.29,4.33,8
5.72,4.79,2.54,2.29,4.33,6
7.55,4.79,2.54,2.29,4.33,9
7.41,4.79,2.54,2.29,4.33,9
8.4,4.79,2.54,2.29,4.33,10
7.81,4.79,2.54,2.29,4.33,9
8.93,4.23,4.41,4.64,3.05,8
5.95,4.23,4.41,4.64,3.05,5
7.94,4.23,4.41,4.64,3.05,8
9.76,4.23,4.41,4.64,3.05,10
7.66,4.23,4.41,4.64,3.05,8
8.72,4.23,4.41,4.64,3.05,8
7.71,4.23,4.41,4.64,3.05,6
6.43,4.23,4.41,4.64,3.05,5
8.0,4.23,4.41,4.64,3.05,8
6.99,4.23,4.41,4.64,3.05,6
7.26,4.23,4.41,4.64,3.05,7
7.24,4.23,4.41,4.64,3.05,7
6.61,4.23,4.41,4.64,3.05,6
7.51,4.23,4.41,4.64,3.05,7
7.3,4.23,4.41,4.64,3.05,7
8.84,4.23,4.41,4.64,3.05,9
7.37,4.23,4.41,4.64,3.05,7
6.72,4.23,4.41,4.64,3.05,6
7.3,4.23,4.41,4.64,3.05,5
7.18,4.23,4.41,4.64,3.05,6
8.87,4.23,4.41,4.64,3.05,8
8.76,4.23,4.41,4.64,3.05,8
6.7,3.52,2.96,3.0,3.61,7
8.93,3.52,2.96,3.0,3.61,9
5.95,3.52,2.96,3.0,3.61,6
7.94,3.52,2.96,3.0,3.61,9
9.76,3.52,2.96,3.0,3.61,10
7.66,3.52,2.96,3.0,3.61,8
8.72,3.52,2.96,3.0,3.61,9
7.71,3.52,2.96,3.0,3.61,7
6.43,3.52,2.96,3.0,3.61,6
8.0,3.52,2.96,3.0,3.61,9
6.99,3.52,2.96,3.0,3.61,7
7.26,3.52,2.96,3.0,3.61,7
7.24,3.52,2.96,3.0,3.61,7
6.61,3.52,2.96,3.0,3.61,6
7.51,3.52,2.96,3.0,3.61,8
7.3,3.52,2.96,3.0,3.61,8
8.84,3.52,2.96,3.0,3.61,9
7.37,3.52,2.96,3.0,3.61,8
6.72,3.52,2.96,3.0,3.61,7
7.3,3.52,2.96,3.0,3.61,8
7.18,3.52,2.96,3.0,3.61,8
8.87,3.52,2.96,3.0,3.61,9
8.76,3.52,2.96,3.0,3.61,9
8.93,3.77,2.95,3.0,3.59,10
5.95,3.77,2.95,3.0,3.59,7
7.94,3.77,2.95,3.0,3.59,7
9.76,3.77,2.95,3.0,3.59,10
7.66,3.77,2.95,3.0,3.59,10
8.72,3.77,2.95,3.0,3.59,9
7.71,3.77,2.95,3.0,3.59,9
6.43,3.77,2.95,3.0,3.59,7
8.0,3.77,2.95,3.0,3.59,8
6.99,3.77,2.95,3.0,3.59,7
7.26,3.77,2.95,3.0,3.59,7
7.24,3.77,2.95,3.0,3.59,7
6.61,3.77,2.95,3.0,3.59,8
7.51,3.77,2.95,3.0,3.59,8
7.3,3.77,2.95,3.0,3.59,9
8.84,3.77,2.95,3.0,3.59,10
7.37,3.77,2.95,3.0,3.59,8
6.72,3.77,2.95,3.0,3.59,7
7.3,3.77,2.95,3.0,3.59,7
7.18,3.77,2.95,3.0,3.59,8
8.87,3.77,2.95,3.0,3.59,9
8.76,3.77,2.95,3.0,3.59,9
7.94,3.62,2.96,3.0,3.5,8
9.76,3.62,2.96,3.0,3.5,10
6.33,3.62,2.96,3.0,3.5,6
8.66,3.62,2.96,3.0,3.5,9
7.65,3.62,2.96,3.0,3.5,7
7.03,3.62,2.96,3.0,3.5,7
7.96,3.62,2.96,3.0,3.5,9
7.77,3.62,2.96,3.0,3.5,9
6.69,3.62,2.96,3.0,3.5,7
7.76,3.62,2.96,3.0,3.5,9
6.86,3.62,2.96,3.0,3.5,7
7.12,3.62,2.96,3.0,3.5,8
7.54,3.62,2.96,3.0,3.5,8
6.58,3.62,2.96,3.0,3.5,7
7.6,3.62,2.96,3.0,3.5,8
7.18,3.62,2.96,3.0,3.5,7
5.74,3.62,2.96,3.0,3.5,6
8.72,3.62,2.96,3.0,3.5,9
8.36,3.62,2.96,3.0,3.5,9
7.13,3.62,2.96,3.0,3.5,7
7.2,3.62,2.96,3.0,3.5,8
5.72,3.62,2.96,3.0,3.5,5
7.55,3.62,2.96,3.0,3.5,8
7.41,3.62,2.96,3.0,3.5,7
8.4,3.62,2.96,3.0,3.5,9
7.81,3.62,2.96,3.0,3.5,8
8.93,3.0,2.05,2.0,4.18,10
5.95,3.0,2.05,2.0,4.18,7
7.94,3.0,2.05,2.0,4.18,9
9.76,3.0,2.05,2.0,4.18,10
7.66,3.0,2.05,2.0,4.18,9
8.72,3.0,2.05,2.0,4.18,10
7.71,3.0,2.05,2.0,4.18,8
6.43,3.0,2.05,2.0,4.18,8
8.0,3.0,2.05,2.0,4.18,9
6.99,3.0,2.05,2.0,4.18,7
7.26,3.0,2.05,2.0,4.18,8
7.24,3.0,2.05,2.0,4.18,8
6.61,3.0,2.05,2.0,4.18,7
7.51,3.0,2.05,2.0,4.18,8
7.3,3.0,2.05,2.0,4.18,8
8.84,3.0,2.05,2.0,4.18,10
7.37,3.0,2.05,2.0,4.18,8
6.72,3.0,2.05,2.0,4.18,8
7.3,3.0,2.05,2.0,4.18,9
7.18,3.0,2.05,2.0,4.18,8
8.87,3.0,2.05,2.0,4.18,10
8.76,3.0,2.05,2.0,4.18,10
8.44,4.0,2.88,3.0,3.25,10
7.64,4.0,2.88,3.0,3.25,8
7.41,4.0,2.88,3.0,3.25,7
7.11,4.0,2.88,3.0,3.25,8
5.61,4.0,2.88,3.0,3.25,5
8.55,4.0,2.88,3.0,3.25,10
7.19,4.0,2.88,3.0,3.25,7
7.99,4.0,2.88,3.0,3.25,8
8.93,3.45,2.95,3.0,3.68,10
5.95,3.45,2.95,3.0,3.68,6
7.94,3.45,2.95,3.0,3.68,9
9.76,3.45,2.95,3.0,3.68,10
7.66,3.45,2.95,3.0,3.68,8
8.72,3.45,2.95,3.0,3.68,10
7.71,3.45,2.95,3.0,3.68,8
6.43,3.45,2.95,3.0,3.68,6
8.0,3.45,2.95,3.0,3.68,9
6.99,3.45,2.95,3.0,3.68,8
7.26,3.45,2.95,3.0,3.68,7
7.24,3.45,2.95,3.0,3.68,8
6.61,3.45,2.95,3.0,3.68,7
7.51,3.45,2.95,3.0,3.68,8
7.3,3.45,2.95,3.0,3.68,7
8.84,3.45,2.95,3.0,3.68,8
7.37,3.45,2.95,3.0,3.68,7
6.72,3.45,2.95,3.0,3.68,6
7.3,3.45,2.95,3.0,3.68,7
7.18,3.45,2.95,3.0,3.68,7
8.87,3.45,2.95,3.0,3.68,10
8.76,3.45,2.95,3.0,3.68,9
8.07,3.75,2.88,3.0,3.5,7
5.79,3.75,2.88,3.0,3.5,6
7.62,3.75,2.88,3.0,3.5,8
8.92,3.75,2.88,3.0,3.5,9
8.25,3.75,2.88,3.0,3.5,8
7.51,3.75,2.88,3.0,3.5,8
8.43,3.75,2.88,3.0,3.5,9
8.49,3.75,2.88,3.0,3.5,9
8.91,3.56,2.89,3.0,3.67,10
7.36,3.56,2.89,3.0,3.67,8
5.54,3.56,2.89,3.0,3.67,5
8.11,3.56,2.89,3.0,3.67,8
8.19,3.56,2.89,3.0,3.67,8
8.7,3.56,2.89,3.0,3.67,9
8.79,3.56,2.89,3.0,3.67,9
6.7,3.56,2.89,3.0,3.67,7
7.26,3.56,2.89,3.0,3.67,7
8.91,3.0,1.89,2.0,4.44,10
7.36,3.0,1.89,2.0,4.44,8
5.54,3.0,1.89,2.0,4.44,7
8.11,3.0,1.89,2.0,4.44,9
8.19,3.0,1.89,2.0,4.44,9
8.7,3.0,1.89,2.0,4.44,10
8.79,3.0,1.89,2.0,4.44,10
6.7,3.0,1.89,2.0,4.44,7
7.26,3.0,1.89,2.0,4.44,8
8.91,3.67,2.78,3.0,3.56,9
7.36,3.67,2.78,3.0,3.56,8
5.54,3.67,2.78,3.0,3.56,6
8.11,3.67,2.78,3.0,3.56,9
8.19,3.67,2.78,3.0,3.56,10
8.7,3.67,2.78,3.0,3.56,10
8.79,3.67,2.78,3.0,3.56,9
6.7,3.67,2.78,3.0,3.56,7
7.26,3.67,2.78,3.0,3.56,7
8.91,1.33,4.56,4.0,2.0,7
7.36,1.33,4.56,4.0,2.0,6
5.54,1.33,4.56,4.0,2.0,3
8.11,1.33,4.56,4.0,2.0,7
8.19,1.33,4.56,4.0,2.0,7
8.7,1.33,4.56,4.0,2.0,8
8.79,1.33,4.56,4.0,2.0,8
6.7,1.33,4.56,4.0,2.0,5
7.26,1.33,4.56,4.0,2.0,6
8.91,3.33,2.78,3.0,3.67,10
7.36,3.33,2.78,3.0,3.67,8
5.54,3.33,2.78,3.0,3.67,5
8.11,3.33,2.78,3.0,3.67,8
8.19,3.33,2.78,3.0,3.67,9
8.7,3.33,2.78,3.0,3.67,9
8.79,3.33,2.78,3.0,3.67,9
6.7,3.33,2.78,3.0,3.67,6
7.26,3.33,2.78,3.0,3.67,7
8.91,3.0,2.0,2.0,4.44,10
7.36,3.0,2.0,2.0,4.44,8
5.54,3.0,2.0,2.0,4.44,6
8.11,3.0,2.0,2.0,4.44,10
8.19,3.0,2.0,2.0,4.44,10
8.7,3.0,2.0,2.0,4.44,9
8.79,3.0,2.0,2.0,4.44,10
6.7,3.0,2.0,2.0,4.44,8
7.26,3.0,2.0,2.0,4.44,8
8.91,3.44,3.11,3.0,3.78,10
7.36,3.44,3.11,3.0,3.78,7
5.54,3.44,3.11,3.0,3.78,6
8.11,3.44,3.11,3.0,3.78,9
8.19,3.44,3.11,3.0,3.78,9
8.7,3.44,3.11,3.0,3.78,9
8.79,3.44,3.11,3.0,3.78,9
6.7,3.44,3.11,3.0,3.78,7
7.26,3.44,3.11,3.0,3.78,8
8.91,3.0,2.22,2.0,4.22,10
7.36,3.0,2.22,2.0,4.22,8
5.54,3.0,2.22,2.0,4.22,5
8.11,3.0,2.22,2.0,4.22,9
8.19,3.0,2.22,2.0,4.22,10
8.7,3.0,2.22,2.0,4.22,10
8.79,3.0,2.22,2.0,4.22,10
6.7,3.0,2.22,2.0,4.22,8
7.26,3.0,2.22,2.0,4.22,8
8.91,3.33,2.67,3.0,3.67,10
7.36,3.33,2.67,3.0,3.67,8
5.54,3.33,2.67,3.0,3.67,5
8.11,3.33,2.67,3.0,3.67,9
8.19,3.33,2.67,3.0,3.67,9
8.7,3.33,2.67,3.0,3.67,9
8.79,3.33,2.67,3.0,3.67,10
6.7,3.33,2.67,3.0,3.67,8
7.26,3.33,2.67,3.0,3.67,8
8.82,3.4,3.03,3.0,3.4,9
6.16,3.4,3.03,3.0,3.4,6
7.61,3.4,3.03,3.0,3.4,8
6.71,3.4,3.03,3.0,3.4,8
6.42,3.4,3.03,3.0,3.4,6
6.75,3.4,3.03,3.0,3.4,7
8.82,3.4,3.03,3.0,3.4,9
8.25,3.4,3.03,3.0,3.4,9
8.11,3.4,3.03,3.0,3.4,8
6.32,3.4,3.03,3.0,3.4,7
8.94,3.4,3.03,3.0,3.4,9
9.19,3.4,3.03,3.0,3.4,10
7.37,3.4,3.03,3.0,3.4,8
8.45,3.4,3.03,3.0,3.4,9
9.14,3.4,3.03,3.0,3.4,9
8.34,3.4,3.03,3.0,3.4,9
7.46,3.4,3.03,3.0,3.4,8
6.86,3.4,3.03,3.0,3.4,7
8.29,3.4,3.03,3.0,3.4,8
7.13,3.4,3.03,3.0,3.4,7
6.04,3.4,3.03,3.0,3.4,6
8.02,3.4,3.03,3.0,3.4,8
6.58,3.4,3.03,3.0,3.4,7
6.35,3.4,3.03,3.0,3.4,7
7.03,3.4,3.03,3.0,3.4,7
7.97,3.4,3.03,3.0,3.4,8
6.9,3.4,3.03,3.0,3.4,7
7.21,3.4,3.03,3.0,3.4,8
6.96,3.4,3.03,3.0,3.4,8
6.57,3.4,3.03,3.0,3.4,7
6.96,3.4,3.03,3.0,3.4,7
6.42,3.4,3.03,3.0,3.4,7
7.13,3.4,3.03,3.0,3.4,8
6.52,3.4,3.03,3.0,3.4,7
7.96,3.4,3.03,3.0,3.4,9
9.16,3.4,3.03,3.0,3.4,10
8.31,3.4,3.03,3.0,3.4,8
8.57,3.4,3.03,3.0,3.4,9
8.38,3.4,3.03,3.0,3.4,9
6.3,3.4,3.03,3.0,3.4,7
6.06,3.4,3.03,3.0,3.4,6
7.72,3.4,3.03,3.0,3.4,8
6.43,3.4,3.03,3.0,3.4,7
8.76,3.4,3.03,3.0,3.4,9
8.05,3.4,3.03,3.0,3.4,8
7.46,3.4,3.03,3.0,3.4,8
7.21,3.4,3.03,3.0,3.4,7
7.75,3.4,3.03,3.0,3.4,8
8.35,3.4,3.03,3.0,3.4,10
8.02,3.4,3.03,3.0,3.4,9
9.13,3.4,3.03,3.0,3.4,9
6.19,3.4,3.03,3.0,3.4,6
8.65,3.4,3.03,3.0,3.4,9
7.05,3.4,3.03,3.0,3.4,8
6.95,3.4,3.03,3.0,3.4,8
5.44,3.4,3.03,3.0,3.4,4
6.8,3.4,3.03,3.0,3.4,7
9.42,3.4,3.03,3.0,3.4,10
8.11,3.4,3.03,3.0,3.4,9
8.54,3.4,3.03,3.0,3.4,8
5.75,3.4,3.03,3.0,3.4,5
7.82,3.4,3.03,3.0,3.4,8
8.05,3.4,3.03,3.0,3.4,9
9.3,3.4,3.03,3.0,3.4,10
6.78,3.4,3.03,3.0,3.4,6
7.85,3.4,3.03,3.0,3.4,8
7.26,3.4,3.03,3.0,3.4,8
7.74,3.0,2.07,2.0,4.05,8
6.97,3.0,2.07,2.0,4.05,8
7.1,3.0,2.07,2.0,4.05,8
6.04,3.0,2.07,2.0,4.05,7
7.15,3.0,2.07,2.0,4.05,9
6.81,3.0,2.07,2.0,4.05,8
9.39,3.0,2.07,2.0,4.05,10
6.4,3.0,2.07,2.0,4.05,7
6.25,3.0,2.07,2.0,4.05,7
7.76,3.0,2.07,2.0,4.05,9
6.83,3.0,2.07,2.0,4.05,7
6.96,3.0,2.07,2.0,4.05,8
6.88,3.0,2.07,2.0,4.05,7
8.23,3.0,2.07,2.0,4.05,9
6.72,3.0,2.07,2.0,4.05,8
8.96,3.0,2.07,2.0,4.05,10
9.05,3.0,2.07,2.0,4.05,10
7.96,3.0,2.07,2.0,4.05,9
6.76,3.0,2.07,2.0,4.05,7
7.33,3.0,2.07,2.0,4.05,9
6.78,3.0,2.07,2.0,4.05,8
6.48,3.0,2.07,2.0,4.05,7
6.96,3.0,2.07,2.0,4.05,7
7.05,3.0,2.07,2.0,4.05,8
7.65,3.0,2.07,2.0,4.05,8
6.16,3.0,2.07,2.0,4.05,7
7.61,3.0,2.07,2.0,4.05,8
6.71,3.0,2.07,2.0,4.05,7
6.42,3.0,2.07,2.0,4.05,8
6.75,3.0,2.07,2.0,4.05,8
8.82,3.0,2.07,2.0,4.05,9
8.25,3.0,2.07,2.0,4.05,10
8.11,3.0,2.07,2.0,4.05,9
6.32,3.0,2.07,2.0,4.05,7
8.94,3.0,2.07,2.0,4.05,10
9.19,3.0,2.07,2.0,4.05,10
7.37,3.0,2.07,2.0,4.05,8
8.45,3.0,2.07,2.0,4.05,9
9.14,3.0,2.07,2.0,4.05,10
8.34,3.0,2.07,2.0,4.05,10
7.46,3.0,2.07,2.0,4.05,9
6.86,3.0,2.07,2.0,4.05,8
8.29,3.0,2.07,2.0,4.05,9
7.13,3.0,2.07,2.0,4.05,8
6.04,3.0,2.07,2.0,4.05,7
8.02,3.0,2.07,2.0,4.05,10
6.58,3.0,2.07,2.0,4.05,6
6.35,3.0,2.07,2.0,4.05,7
7.03,3.0,2.07,2.0,4.05,8
7.97,3.0,2.07,2.0,4.05,9
6.9,3.0,2.07,2.0,4.05,7
7.21,3.0,2.07,2.0,4.05,9
6.96,3.0,2.07,2.0,4.05,8
6.57,3.0,2.07,2.0,4.05,7
6.96,3.0,2.07,2.0,4.05,8
6.42,3.0,2.07,2.0,4.05,8
7.13,3.0,2.07,2.0,4.05,8
6.52,3.0,2.07,2.0,4.05,8
7.96,3.0,2.07,2.0,4.05,9
8.25,3.58,3.1,3.0,3.48,9
7.74,3.58,3.1,3.0,3.48,8
5.74,3.58,3.1,3.0,3.48,5
